program,age,rating,directs,kid
no,WUH,3,10,FALCOA02
no,HOS,3,10,FARHAA01
no,HSI,3,10,FIKEB01
no,HJD,3,10,FLORES03
no,HSI,3,10,FOULKA01
no,HOS,3,10,FRANKD01
no,WUH,3,10,FRINOR01
no,HSI,3,10,GADDIN01
no,WUH,3,10,GADOMK01
no,HJD,3,10,GAINEJ02
no,WUH,3,10,GARCID12
no,SOM,3,10,GARCIJ29
no,SPH,3,10,GARCIK18
no,SOM,3,10,GAUTIL01
no,WUH,3,10,GELMAN01
no,LMC,3,10,GENDLN01
no,IMG,3,10,GERARJ01
no,HOS,3,10,GERRAS01
no,WUH,3,10,GIBSOS02
no,WUH,3,10,GIORDM05
no,SOM,3,10,GOLDL04
no,WUH,3,10,GREENJ54
no,HOS,3,10,GREENR20
no,HOS,3,10,GREGGB01
no,WUH,3,10,GREGGK01
no,HOS,3,10,GRENAR01
no,WUH,3,10,GUARDR01
no,SOM,3,10,GUTIES05
no,HOS,3,10,GUZMAA06
no,WUH,3,10,HALEYK01
no,WUH,3,10,HALPAT01
no,SPH,3,10,HAMILA06
no,SPH,3,10,HANSEL02
no,WUH,3,10,HANSOM02
no,WUH,3,10,HEARDC01
no,HSI,3,10,HENRYJ08
no,LMC,3,10,HERIVC01
no,WUH,3,10,HERNAW04
no,WUH,3,10,HES02
no,WUH,3,10,HOFFMA04
no,SOM,3,10,HOK02
no,WUH,3,10,HOLLAC05
no,HOS,3,10,HOMOKC01
no,HOS,3,10,HUG01
no,HOS,3,10,IDZONA01
no,WUH,3,10,INGOGA02
no,HOS,3,10,ISKHAZ01
no,SPH,3,10,JA2564
no,HOS,3,10,JALALP02
no,SOM,3,10,JAMESN07
no,HOS,3,10,JAMEST03
no,WUH,3,10,JARAMF01
no,WUH,3,10,JEANCF01
no,SOM,3,10,JENNIE02
no,SPH,3,10,JONESW08
no,WUH,3,10,JOSEPJ30
no,LMC,3,10,KAR567
no,HOS,3,10,KATRAK01
no,WUH,3,10,KAUFEM02
no,IMG,3,10,KENNAL01
no,HOS,3,10,KENNYC03
no,HSI,3,10,KHWAJS01
no,SOM,3,10,KJA287
no,HOS,3,10,KLD266
no,WUH,3,10,KNOERC01
no,HSI,3,10,KUPERJ01
no,WUH,3,10,LAJARN01
no,HOS,3,10,LAMJ10
no,SOM,3,10,LANTIB01
no,SPH,3,10,LARAS02
no,HOS,3,10,LAROZD01
no,HJD,3,10,LEEDSN02
no,HSI,3,10,LEER04
no,SOM,3,10,LEEY16
no,LMC,3,10,LENZAJ01
no,WUH,3,10,LEONEL02
no,HOS,3,10,LEWISK08
no,WUH,3,10,LIRANY01
no,HJD,3,10,LOFTUM01
no,WUH,3,10,LOGANE02
no,HOS,3,10,LOKT02
no,WUH,3,10,LOPESJ03
no,WUH,3,10,LOPESL02
no,WUH,3,10,LOPEZJ36
no,WUH,3,10,LOUIEW02
no,WUH,3,10,LOUIST02
no,WUH,3,10,LOVATB01
no,WUH,3,10,LUBINM04
no,SOM,3,10,LUCIAC01
no,HOS,3,10,MACKA06
no,HSI,3,10,MACLEH01
no,HSI,3,10,MAINOL01
no,LMC,3,10,MALIKA06
no,WUH,3,10,MARANG03
no,WUH,3,10,MARGHD01
no,WUH,3,10,MARMOV02
no,HOS,3,10,MARTIJ66
no,WUH,3,10,MARTIK24
no,WUH,3,10,MARTIM56
no,WUH,3,10,MATEOM05
no,WUH,3,10,MATHEJ14
no,HJD,3,10,MAYREA02
no,SOM,3,10,MAYT01
no,HOS,3,10,MCBRIE01
no,WUH,3,10,MCCAFM02
no,SOM,3,10,MCCANT02
no,HOS,3,10,MCCOYL01
no,HOS,3,10,MCDERM08
no,WUH,3,10,MCFART02
no,HSI,3,10,MCINEM01
no,HJD,3,10,MCKEND02
no,SOM,3,10,MCKEOI01
no,WUH,3,10,MCLARJ01
no,HOS,3,10,MCQUAV01
no,LMC,3,10,MEDINS02
no,WUH,3,10,MEGASH01
no,WUH,3,10,MEJICA01
no,HOS,3,10,MELLEM01
no,WUH,3,10,MELOE02
no,WUH,3,10,MENDEJ15
no,WUH,3,10,MENDET04
no,HOS,3,10,MEYERJ07
no,WUH,3,10,MOISEW01
no,HOS,3,10,MOKS01
no,HOS,3,10,MONTAM12
no,IMG,3,10,MOONAJ01
no,WUH,3,10,MOOREK17
no,WUH,3,10,MORANJ04
no,SPH,3,10,MTANGS01
no,WUH,3,10,MUELLL04
no,HOS,3,10,MUNOZL02
no,SOM,3,10,MUWWAR01
no,HOS,3,10,MYETTM01
no,HOS,3,10,NAEEMM01
no,WUH,3,10,NAGINA01
no,HOS,3,10,NGD03
no,HOS,3,10,NME255
no,WUH,3,10,NOBADD01
no,HOS,3,10,NOELW01
no,SOM,3,10,ODONNJ01
no,WUH,3,10,OGRADA02
no,SOM,3,10,OKWANS01
no,HOS,3,10,PACQUC01
no,WUH,3,10,PALICR01
no,SOM,3,10,PANIB01
no,HOS,3,10,PANNIE01
no,HOS,3,10,PAOL01
no,HJD,3,10,PAPSOC01
no,WUH,3,10,PARADG01
no,HOS,3,10,PARMES02
no,HOS,3,10,PARRAA01
no,WUH,3,10,PASCOC01
no,HOS,3,10,PASQUC02
no,HOS,3,10,PATELM31
no,WUH,3,10,PATTEJ06
no,HOS,3,10,PEREZM02
no,SOM,3,10,PERPAR01
no,WUH,3,10,POLACJ01
no,IMG,3,10,POLANK03
no,LMC,3,10,POTTIA01
no,WUH,3,10,PROBES01
no,WUH,3,10,PUIGSJ01
no,SOM,3,10,QUEZAA02
no,HOS,3,10,QUINDV01
no,WUH,3,10,RABELS01
no,HOS,3,10,RADIXD01
no,HSI,3,10,RAHMAS06
no,HOS,3,10,RAMIRK04
no,WUH,3,10,RAMLAU01
no,HOS,3,10,RAMOSA06
no,SOM,3,10,RAMOSM14
no,SOM,3,10,RASSAM01
no,SOM,3,10,RAYMOR02
no,HOS,3,10,RAZACB01
no,SOM,3,10,REGALC01
no,HOS,3,10,REGINA01
no,WUH,3,10,REILLD03
no,HOS,3,10,REYESY02
no,LMC,3,10,RICCAG02
no,HOS,3,10,RIGGSM01
no,HOS,3,10,RIGUEC01
no,HJD,3,10,RIVERK08
no,HSI,3,10,ROBERD11
no,HOS,3,10,ROBERM13
no,HSI,3,10,ROBERN01
no,HSI,3,10,ROBINA04
no,HOS,3,10,ROBIND02
no,HOS,3,10,RODNEK02
no,WUH,3,10,RODRIJ103
no,HSI,3,10,RODRIJ91
no,WUH,3,10,ROLINK01
no,HOS,3,10,ROSADS04
no,HJD,3,10,ROSENC08
no,WUH,3,10,ROTHSM03
no,WUH,3,10,ROWEK02
no,WUH,3,10,RUDOLA01
no,LMC,3,10,SABELN01
no,WUH,3,10,SABZEJ01
no,WUH,3,10,SACHED01
no,WUH,3,10,SAKARA03
no,SOM,3,10,SAMP01
no,HSI,3,10,SANTIA06
no,HOS,3,10,SANTIJ06
no,WUH,3,10,SANTOE10
no,WUH,3,10,SAVONP01
no,WUH,3,10,SCANOJ01
no,HOS,3,10,SCHIAL01
no,HOS,3,10,SCHNAC01
no,HOS,3,10,SCRETT02
no,SOM,3,10,SEIDEL01
no,HOS,3,10,SHELDM01
no,WUH,3,10,SHINK02
no,WUH,3,10,SHOSTI01
no,LMC,3,10,SHTEYK01
no,HOS,3,10,SIRAJD01
no,SPH,3,10,SJC536
no,SPH,3,10,SM7276
no,WUH,3,10,SNOWM01
no,HOS,3,10,SONIM01
no,HSI,3,10,SOWELA01
no,WUH,3,10,STOESM01
no,SOM,3,10,SVETLV01
no,HOS,3,10,SWEETD01
no,HSI,3,10,SYMONC01
no,SPH,3,10,TAITTS01
no,HJD,3,10,TANC07
no,WUH,3,10,TAYLOA15
no,WUH,3,10,TENSAR01
no,LMC,3,10,THOMAL16
no,HSI,3,10,TIRADL01
no,WUH,3,10,TONNEK01
no,SOM,3,10,TOOMEL01
no,WUH,3,10,TREGLE01
no,WUH,3,10,TREMBA01
no,WUH,3,10,UNDAVM02
no,SOM,3,10,VALERA03
no,WUH,3,10,VARBEL01
no,SOM,3,10,VASILN02
no,HOS,3,10,VASQUN02
no,WUH,3,10,VASSIZ01
no,HOS,3,10,VEGAE04
no,WUH,3,10,VEGAP04
no,HOS,3,10,VELASS01
no,SOM,3,10,VELLAA01
no,WUH,3,10,VEREEE01
no,HOS,3,10,VILLAC07
no,HSI,3,10,VUJ01
no,LMC,3,10,WAITEA02
no,WUH,3,10,WALKEL06
no,LMC,3,10,WELSHJ04
no,SOM,3,10,WIRBID01
no,WUH,3,10,WISDOC01
no,HOS,3,10,WISHIA01
no,SPH,3,10,WUY10
no,HSI,3,10,XUY06
no,LMC,3,10,YAHYAS03
no,HSI,3,10,YEED02
no,HOS,3,10,YEPESM01
no,SOM,3,10,YEVDAO01
no,LMC,3,10,YIPO01
no,HJD,3,10,YOUNGP01
no,WUH,3,10,YS3201
no,SPH,3,10,YUM05
no,LMC,3,10,YW2725
no,HOS,3,10,YYP213
no,HOS,3,10,ZHUCHA01
no,SOM,4,10,KM302
no,HOS,4,10,AARONG01
no,SPH,4,10,ADAMSA09
no,SPH,4,10,ADJPOG01
no,SOM,4,10,AJOSEM01
no,HOS,4,10,AK3009
no,HOS,4,10,ALAYER01
no,SOM,4,10,ALBERG03
no,HSI,4,10,ALEVIB01
no,LMC,4,10,ALIBRT01
no,HSI,4,10,ALTIDK01
no,HSI,4,10,ALVARM22
no,SPH,4,10,AMARAJ01
no,HJD,4,10,AMM822
no,HJD,4,10,AMOREB01
no,SOM,4,10,ANIAGC01
no,WUH,4,10,ANNUNR01
no,SOM,4,10,APONTI01
no,HOS,4,10,ARIASJ01
no,LMC,4,10,AUK03
no,SOM,4,10,BALIDG01
no,HOS,4,10,BALINC01
no,WUH,4,10,BAREAA01
no,SOM,4,10,BARNEA04
no,HOS,4,10,BARREJ06
no,SOM,4,10,BEANE01
no,HJD,4,10,BELCAP01
no,WUH,4,10,BESTN03
no,HOS,4,10,BIDERD01
no,SOM,4,10,BLAIZP01
no,HSI,4,10,BOBKOJ01
no,HOS,4,10,BOEHMS01
no,LMC,4,10,BOLANK01
no,HOS,4,10,BOOTHK02
no,WUH,4,10,BOURGM01
no,SOM,4,10,BOUZIM01
no,SOM,4,10,BROMBB01
no,LMC,4,10,BROWNK24
no,HOS,4,10,BRUNOJ03
no,WUH,4,10,BRYANS02
no,SOM,4,10,CA309
no,SOM,4,10,CALLAT01
no,IMG,4,10,CAMPBK08
no,LMC,4,10,CANCER01
no,HOS,4,10,CANTOA02
no,WUH,4,10,CARDEC02
no,WUH,4,10,CARLOM02
no,HOS,4,10,CARMOD01
no,HJD,4,10,CARMOM02
no,WUH,4,10,CARROJ05
no,HSI,4,10,CASEMR01
no,LMC,4,10,CASSAC01
no,HOS,4,10,CASTRC07
no,SOM,4,10,CEPEDJ02
no,HJD,4,10,CHADDA01
no,HOS,4,10,CHANC17
no,HOS,4,10,CHARLN05
no,WUH,4,10,CHASAE01
no,WUH,4,10,CHAUDS13
no,HJD,4,10,CHAVEA01
no,LMC,4,10,CHENJ33
no,SPH,4,10,CHENS23
no,HOS,4,10,CHINA08
no,SOM,4,10,CHOUEN01
no,LMC,4,10,CHRISG01
no,HOS,4,10,CHUCL01
no,HOS,4,10,CLARKC11
no,HOS,4,10,CLARKM05
no,HSI,4,10,CLYBUG01
no,SOM,4,10,COLLAL02
no,SOM,4,10,CONTRM05
no,SOM,4,10,CORONR01
no,IMG,4,10,COSTAV01
no,WUH,4,10,COVENN01
no,WUH,4,10,COYNEK01
no,WUH,4,10,CREIGB01
no,SOM,4,10,CROWEW01
no,SOM,4,10,CRUZL10
no,WUH,4,10,CULBRR02
no,WUH,4,10,CUSUMD01
no,HOS,4,10,DANIED04
no,HOS,4,10,DAVIDG03
no,IMG,4,10,DEANE02
no,LMC,4,10,DEIDAC01
no,HOS,4,10,DELAHM01
no,SPH,4,10,DESTEP01
no,HSI,4,10,DIAZA01
no,HOS,4,10,DIAZD03
no,SOM,4,10,DIBERD02
no,WUH,4,10,DIGIOS01
no,HOS,4,10,DINDYR01
no,HOS,4,10,DIXONE02
no,HOS,4,10,DONGG01
no,WUH,4,10,DONOVC02
no,SOM,4,10,DORFMM02
no,HOS,4,10,DOSTS01
no,HOS,4,10,DUBOIE01
no,HSI,4,10,DUBOIP01
no,SOM,4,10,DUONGN01
no,LMC,4,10,DURAND05
no,HOS,4,10,DUTANJ01
no,SOM,4,10,DZEDZK01
no,SOM,4,10,EH1670
no,HOS,4,10,ELVENE01
no,SOM,4,10,ENTWIL01
no,WUH,4,10,ETENC01
no,SOM,4,10,ETIENE02
no,SOM,4,10,FANORR01
no,SOM,4,10,FARREM04
no,HJD,4,10,FASCIT01
no,HOS,4,10,FEDERM01
no,WUH,4,10,FEENEC01
no,WUH,4,10,FELICS01
no,HOS,4,10,FICALR01
no,SOM,4,10,FIORET02
no,HOS,4,10,FISHEM04
no,SOM,4,10,FLYNNC02
no,SOM,4,10,FOFANA01
no,HOS,4,10,FOLEYR01
no,SOM,4,10,FONTAS01
no,SOM,4,10,FOSKOM01
no,HOS,4,10,FRESNE01
no,SOM,4,10,FUD02
no,SOM,4,10,GADSOS01
no,HSI,4,10,GAWADM01
no,HOS,4,10,GEHSHJ01
no,SOM,4,10,GERENC01
no,SOM,4,10,GHRIMS01
no,HOS,4,10,GJONAT01
no,WUH,4,10,GONCAS02
no,LMC,4,10,GONZAD10
no,SOM,4,10,GONZAJ44
no,SOM,4,10,GONZAM27
no,SOM,4,10,GOULBA01
no,HOS,4,10,GRABOK01
no,HOS,4,10,GRAYC02
no,SOM,4,10,GREENJ13
no,LMC,4,10,GROCCV01
no,HOS,4,10,GSS285
no,SOM,4,10,GUZMAM08
no,SOM,4,10,HAL01
no,HSI,4,10,HALICD01
no,HOS,4,10,HALLJ06
no,HOS,4,10,HAYESL03
no,HOS,4,10,HEALYT02
no,HSI,4,10,HELMES02
no,HSI,4,10,HENKER02
no,HOS,4,10,HENNEF01
no,SOM,4,10,HERNAG07
no,SOM,4,10,HEYWAA02
no,SOM,4,10,HILLM04
no,WUH,4,10,HIMBES01
no,SOM,4,10,HITCHA01
no,SOM,4,10,HMA262
no,HSI,4,10,HODGSJ01
no,SOM,4,10,HOGANM02
no,SOM,4,10,HOLLAC04
no,LMC,4,10,HUANGF04
no,WUH,4,10,HUBBAN01
no,WUH,4,10,HUGGIS02
no,HJD,4,10,HUGOF01
no,SOM,4,10,IMPERB01
no,WUH,4,10,INFANB01
no,WUH,4,10,INGRAK02
no,HOS,4,10,JACKSF01
no,HOS,4,10,JAGNEM01
no,SOM,4,10,JEANCA01
no,LMC,4,10,JEANLD01
no,WUH,4,10,JENKIA07
no,HOS,4,10,JENNIK01
no,WUH,4,10,JEREMK01
no,LMC,4,10,JIANGR01
no,SOM,4,10,JL1925
no,HOS,4,10,JL6743
no,LMC,4,10,JOHNSK41
no,LMC,4,10,JOHNSR21
no,WUH,4,10,JONESS30
no,SPH,4,10,JY2896
no,WUH,4,10,KAELIS03
no,HOS,4,10,KARBOJ01
no,SOM,4,10,KAZIOA01
no,SOM,4,10,KEISEC01
no,HOS,4,10,KERNIF01
no,SOM,4,10,KESHNM01
no,SOM,4,10,KHAIML01
no,HOS,4,10,KHAVII01
no,SOM,4,10,KHIZGM01
no,SOM,4,10,KIMS54
no,HSI,4,10,KINGA15
no,SOM,4,10,KISINS01
no,SOM,4,10,KLETSD01
no,LMC,4,10,KLEYMB01
no,HOS,4,10,KOLINA02
no,HOS,4,10,KOMMI01
no,SOM,4,10,KORSHS01
no,HJD,4,10,KRAEML01
no,SPH,4,10,KUANGV01
no,WUH,4,10,KUBIAS01
no,SOM,4,10,KUCICC01
no,HJD,4,10,KUCICJ01
no,HOS,4,10,LAMS02
no,HJD,4,10,LAVINP01
no,LMC,4,10,LEACOC01
no,HOS,4,10,LEED23
no,SOM,4,10,LEEM45
no,HSI,4,10,LEGASM01
no,HOS,4,10,LEIC01
no,SPH,4,10,LIL17
no,SOM,4,10,LINDOM01
no,HOS,4,10,LIUX13
no,SOM,4,10,LMP461
no,HOS,4,10,LOPEZG10
no,SOM,4,10,LOPEZM19
no,SPH,4,10,LOUISJ05
no,HSI,4,10,LOWA02
no,WUH,4,10,LUNAS02
no,SOM,4,10,LUTHER01
no,SOM,4,10,LYUBOM01
no,SPH,4,10,MAB02
no,HSI,4,10,MAGILM02
no,SOM,4,10,MAHONL01
no,WUH,4,10,MANCUL01
no,SOM,4,10,MANDAV01
no,HOS,4,10,MANDEE03
no,WUH,4,10,MAQSON02
no,SPH,4,10,MARCUS05
no,WUH,4,10,MAROSK03
no,LMC,4,10,MARTEJ01
no,HOS,4,10,MARTIJ38
no,WUH,4,10,MATASD01
no,WUH,4,10,MATHAT01
no,WUH,4,10,MATHEL05
no,SOM,4,10,MATTHZ01
no,SOM,4,10,MAYSN01
no,WUH,4,10,MAZZAS03
no,HSI,4,10,MCBARS01
no,HSI,4,10,MCBRIJ03
no,WUH,4,10,MCCARK10
no,WUH,4,10,MCCORM07
no,SOM,4,10,MCGOWK01
no,SOM,4,10,MCKENA05
no,HSI,4,10,MCQUIM04
no,HOS,4,10,MCWILL01
no,HSI,4,10,MDB394
no,SOM,4,10,MESSIF03
no,SPH,4,10,MG4972
no,HOS,4,10,MICHAA03
no,HJD,4,10,MICHED01
no,HJD,4,10,MIGHTA01
no,HSI,4,10,MILLAR02
no,SOM,4,10,MIMINN01
no,SOM,4,10,MIRONC01
no,SOM,4,10,MITCHC08
no,HOS,4,10,MJM756
no,HSI,4,10,MOHAMJ03
no,LMC,4,10,MONTAM06
no,WUH,4,10,MONTET04
no,SOM,4,10,MORETB01
no,WUH,4,10,MOSKOD02
no,SOM,4,10,MOSSAD01
no,HOS,4,10,MOUSTE02
no,WUH,4,10,MUHSM02
no,SOM,4,10,MUNOZA03
no,HJD,4,10,MWT225
no,WUH,4,10,NAIRR03
no,SOM,4,10,NOBLET02
no,HOS,4,10,NORDEP01
no,SOM,4,10,NOVOGI01
no,HOS,4,10,OAH209
no,HSI,4,10,ODDMAM01
no,HOS,4,10,OHMERK01
no,WUH,4,10,ORTEGM06
no,SOM,4,10,OSTRUD01
no,HSI,4,10,PAGUNJ01
no,LMC,4,10,PALACM03
no,LMC,4,10,PARRIA01
no,HOS,4,10,PARUCM01
no,HOS,4,10,PARVEZ01
no,SOM,4,10,PASCHS01
no,SOM,4,10,PATELD20
no,HOS,4,10,PAZM01
no,WUH,4,10,PELLEK02
no,HOS,4,10,PEREZP04
no,WUH,4,10,PERKOB01
no,LMC,4,10,PHILIJ05
no,WUH,4,10,PIERRM27
no,LMC,4,10,PIKUSS01
no,WUH,4,10,PIRETR01
no,HOS,4,10,PLUMMK01
no,SOM,4,10,POLOUN02
no,SOM,4,10,PORTEL01
no,HJD,4,10,PR962
no,HSI,4,10,PRIBUM01
no,SOM,4,10,PS1425
no,WUH,4,10,PUCCIK01
no,SPH,4,10,QUESTM01
no,WUH,4,10,RADISM01
no,HOS,4,10,RAMLOF01
no,HSI,4,10,RAMNAH01
no,SOM,4,10,RANGWA01
no,SOM,4,10,REE241
no,WUH,4,10,REGANT02
no,WUH,4,10,REGLEA01
no,SOM,4,10,REJONA01
no,SOM,4,10,RELEA01
no,HOS,4,10,REYNOR04
no,WUH,4,10,RIBEID01
no,HOS,4,10,RIDENB01
no,HOS,4,10,RILEYG01
no,WUH,4,10,RIVERJ48
no,WUH,4,10,RODRIJ81
no,WUH,4,10,RODRIL31
no,WUH,4,10,RODRIL37
no,SOM,4,10,RODRIM43
no,WUH,4,10,ROMANM07
no,WUH,4,10,ROTTAJ01
no,HSI,4,10,ROUSSE01
no,SOM,4,10,RUBINR07
no,WUH,4,10,RUDDEC01
no,SOM,4,10,RYANJ08
no,SOM,4,10,RYVKIM01
no,SPH,4,10,SAL428
no,HOS,4,10,SALAZM07
no,HOS,4,10,SAMERL01
no,SOM,4,10,SANTAA08
no,HOS,4,10,SANTAL03
no,SOM,4,10,SANTAS06
no,WUH,4,10,SAUNDN02
no,WUH,4,10,SCALZH01
no,SOM,4,10,SCHANB04
no,WUH,4,10,SCRIVG01
no,HOS,4,10,SCULCA01
no,SOM,4,10,SEEPES01
no,HOS,4,10,SENANS01
no,HOS,4,10,SENCIC01
no,SOM,4,10,SG4391
no,LMC,4,10,SGS277
no,SOM,4,10,SHAMOI01
no,HOS,4,10,SHONJ01
no,HSI,4,10,SHUPER01
no,LMC,4,10,SIMMSD02
no,SOM,4,10,SINGLA01
no,WUH,4,10,SMITHJ51
no,HOS,4,10,SMITHK30
no,HSI,4,10,SMITHL26
no,LMC,4,10,SNYDEA04
no,SOM,4,10,SOBKOT01
no,SOM,4,10,SPENAJ01
no,WUH,4,10,STALLM01
no,WUH,4,10,STAVIJ01
no,HOS,4,10,STOJKE01
no,SOM,4,10,STOUTR01
no,WUH,4,10,SUAREA09
no,WUH,4,10,SULLIJ14
no,WUH,4,10,SULLIP05
no,SOM,4,10,SYPHEL01
no,HOS,4,10,TABILB01
no,SOM,4,10,TABLAM01
no,WUH,4,10,TADEOJ01
no,HJD,4,10,TAGADM01
no,HOS,4,10,TERALA01
no,HSI,4,10,TORRER04
no,WUH,4,10,TUFAND01
no,SOM,4,10,TURBIV01
no,HOS,4,10,VAETHR01
no,WUH,4,10,VALENB05
no,WUH,4,10,VALENM12
no,HOS,4,10,VANPET01
no,IMG,4,10,VERAS04
no,HOS,4,10,VERNOM01
no,WUH,4,10,VINEYY01
no,HOS,4,10,VISHNA01
no,WUH,4,10,VITHAD01
no,HJD,4,10,VOLPEK01
no,SOM,4,10,VOLZJ01
no,SPH,4,10,WALKED05
no,WUH,4,10,WANGEA01
no,HOS,4,10,WANGSB01
no,HOS,4,10,WARNEA01
no,LMC,4,10,WARNEB02
no,SOM,4,10,WL1465
no,HOS,4,10,WONGA14
no,HOS,4,10,WONGS13
no,HSI,4,10,YUENV01
no,SOM,4,10,YW3310
no,HJD,4,10,ZAGARB01
no,SOM,4,10,ZAMBRR02
no,SPH,4,10,ZHAOJ07
no,WUH,5,10,MCKERA01
no,SOM,5,10,AB1617
no,WUH,5,10,AGUILP01
no,SOM,5,10,AKR316
no,SOM,5,10,ANSARM01
no,WUH,5,10,APUZZA01
no,SOM,5,10,ARGUEC02
no,HOS,5,10,ARIASA03
no,SOM,5,10,BEMISD01
no,HOS,5,10,BJR292
no,SOM,5,10,BOWR01
no,SOM,5,10,BROSHR01
no,WUH,5,10,CALLOK01
no,SOM,5,10,CARTAL04
no,HOS,5,10,CATHEA01
no,SOM,5,10,CHANA11
no,HOS,5,10,CHANGG01
no,SOM,5,10,CHARTL01
no,HOS,5,10,CICERB01
no,SOM,5,10,CLABBK01
no,SOM,5,10,COMISJ01
no,SOM,5,10,CORDEE01
no,SOM,5,10,CURADS01
no,SOM,5,10,DELATA01
no,HJD,5,10,DIRILH01
no,SOM,5,10,DORNH01
no,SOM,5,10,DUIGNI01
no,HOS,5,10,EL710
no,SOM,5,10,FENGJ01
no,SOM,5,10,FENGY01
no,SOM,5,10,FUW02
no,SOM,5,10,GALLEE02
no,SOM,5,10,GARCID10
no,SOM,5,10,GELMAJ01
no,WUH,5,10,GIBNEC01
no,SOM,5,10,GONZAK02
no,HOS,5,10,GORDOR01
no,HOS,5,10,HANIY01
no,SOM,5,10,HENDRT02
no,SOM,5,10,HETTIA01
no,SOM,5,10,HIGLEM01
no,SOM,5,10,HOM03
no,SOM,5,10,HUANGK07
no,HOS,5,10,HUIB01
no,SOM,5,10,JASPEE01
no,WUH,5,10,KILFEC01
no,SOM,5,10,KOVALA02
no,HSI,5,10,LEAHYD01
no,HSI,5,10,LETTEA01
no,HSI,5,10,LEVINS09
no,SPH,5,10,LII01
no,SOM,5,10,LINTOD01
no,SOM,5,10,LISJ01
no,SPH,5,10,LIUX11
no,HOS,5,10,LOOSJ02
no,SOM,5,10,MALDOT03
no,HOS,5,10,MAROLD01
no,HJD,5,10,MENGJ01
no,SOM,5,10,MIRABM02
no,SOM,5,10,MONDEA02
no,SOM,5,10,MONTIN02
no,SOM,5,10,MOYL01
no,HSI,5,10,MSF234
no,SOM,5,10,NUNEZE01
no,SOM,5,10,ONEALN01
no,SOM,5,10,PEDICM01
no,SOM,5,10,PEREZS06
no,SOM,5,10,PHAMB01
no,HOS,5,10,QUERIM02
no,HOS,5,10,RATHJ01
no,SOM,5,10,SALADE01
no,SOM,5,10,SANGOK01
no,HOS,5,10,SCAGLJ01
no,HOS,5,10,SCHUTA01
no,SOM,5,10,SCHWAA08
no,SOM,5,10,SINANX01
no,SOM,5,10,SONIC01
no,SOM,5,10,SOOGRA01
no,SOM,5,10,STERLV01
no,HOS,5,10,TAHART01
no,SOM,5,10,TINIAI02
no,SOM,5,10,WAUCHM01
no,HSI,5,10,WEINIS01
no,SOM,5,10,WILLIA27
no,HOS,5,10,YAKUBM02
no,SOM,5,10,YIHM01
no,SOM,5,10,ZHANGH07
ldp,SOM,4,10,MOOREK12
ldp,HOS,5,10,BUTNAM01
ldp,WUH,4,10,MEYERE06
ldp,HOS,4,10,PARKS18
ldp,1,4,9,BERKOD01
ldp,1,4,9,CS1750
ldp,1,4,9,ROBINK04
ldp,1,4,9,CMT239
no,HSI,2,9,AYANSP01
no,HOS,2,9,BOWENR01
no,HOS,2,9,DUBOIT01
no,,2,9,FANIS01
no,WUH,2,9,HAUGHE03
no,WUH,2,9,HILLMM01
no,HOS,2,9,MENDEB02
no,HOS,2,9,MORRIR08
no,HJD,2,9,PETTID03
no,WUH,2,9,RASCOS01
no,LMC,2,9,ROBLEJ06
no,HSI,2,9,RYDZED01
no,HSI,2,9,SANCHP06
no,LMC,2,9,SEGURC02
no,HSI,2,9,TORIOR01
no,HOS,3,9,AA5
no,HOS,3,9,ABBASH01
no,WUH,3,9,ACCORD01
no,HSI,3,9,ACOSTA06
no,HOS,3,9,ADJEIE03
no,LMC,3,9,AGERIR01
no,WUH,3,9,AIMEAS01
no,HOS,3,9,ALJ223
no,WUH,3,9,ALWAIS01
no,HOS,3,9,ANDERC06
no,WUH,3,9,ANTINJ01
no,LMC,3,9,APASES01
no,HOS,3,9,ARCONZ01
no,WUH,3,9,ARMSTT03
no,HOS,3,9,ASHURL01
no,LMC,3,9,ATILEJ01
no,WUH,3,9,AUGUSC04
no,SOM,3,9,AVAISB01
no,HOS,3,9,BADIAY01
no,WUH,3,9,BAHOGR01
no,HJD,3,9,BAIRDM01
no,WUH,3,9,BAKSHA04
no,HOS,3,9,BALDIM02
no,HSI,3,9,BARKA01
no,HOS,3,9,BARRET03
no,WUH,3,9,BARROD04
no,HOS,3,9,BASSIK03
no,HOS,3,9,BATEAS01
no,WUH,3,9,BAUMAC01
no,HOS,3,9,BAZILA01
no,HOS,3,9,BEAUVG01
no,HSI,3,9,BEHROL01
no,WUH,3,9,BELTRS01
no,HOS,3,9,BENDON01
no,WUH,3,9,BERNAA06
no,HOS,3,9,BFJ206
no,HOS,3,9,BLECKK01
no,HOS,3,9,BLUMEJ01
no,HOS,3,9,BODDED01
no,LMC,3,9,BOKOVV01
no,IMG,3,9,BONILA05
no,WUH,3,9,BONILJ01
no,HSI,3,9,BOONJ01
no,HOS,3,9,BOWDEK02
no,HOS,3,9,BOYDS01
no,WUH,3,9,BRATHM02
no,HOS,3,9,BRITWS01
no,WUH,3,9,BROMIR01
no,WUH,3,9,BROOKR02
no,WUH,3,9,BUCHOM01
no,HOS,3,9,BURCHC01
no,WUH,3,9,BURLN01
no,HSI,3,9,CADAVM01
no,WUH,3,9,CALLEL05
no,WUH,3,9,CAMPBS09
no,WUH,3,9,CARDOR04
no,HSI,3,9,CARELA02
no,WUH,3,9,CARLUP01
no,HOS,3,9,CASHEA01
no,HOS,3,9,CASTAJ01
